trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
68,0,68,0,10,176.72031719982624,176.72031719982624,0.059959799982607365,[0.0525],[0.35125],[1],[0],[0],[1.5816155998036265],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
69,0,69,0,5,178.34185210056603,178.34185210056603,0.034296599216759205,[0.07125],[0.21375],[1],[0],[0],[1.1735407002270222],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
70,0,70,0,10,179.59041760023683,179.59041760023683,0.06195899937301874,[0.0325],[-0.13625],[1],[0],[0],[1.21212749928236],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
71,0,71,0,5,180.84473880007863,180.84473880007863,0.033549800515174866,[-0.275],[-0.1725],[1],[0],[0],[1.7416849005967379],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
72,0,72,0,5,182.62619940005243,182.62619940005243,0.03495260048657656,[0.3875],[0.47],[1],[0],[0],[1.8396052001044154],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
73,0,73,0,10,184.543934000656,184.543934000656,0.06431540008634329,[0.30875],[-0.4075],[1],[0],[0],[2.593210299499333],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
74,0,74,0,10,187.20051810052246,187.20051810052246,0.05716660059988499,[-0.31625],[-0.39375],[1],[0],[0],[1.9679769007489085],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
75,0,75,0,5,189.2058720001951,189.2058720001951,0.03254839964210987,[-0.4225],[0.26125],[1],[0],[0],[2.50793659966439],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
76,0,76,0,10,191.78559220023453,191.78559220023453,0.0586910005658865,[-0.1225],[0.08875],[1],[0],[0],[1.734089900739491],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
77,0,77,0,5,193.55626150034368,193.55626150034368,0.03164369985461235,[-0.37],[-0.46875],[1],[0],[0],[2.008991699665785],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
78,0,78,0,5,195.6099391002208,195.6099391002208,0.03454599995166063,[0.3575],[-0.12625],[1],[0],[0],[1.9058868996798992],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
79,0,79,0,10,197.59017830062658,197.59017830062658,0.06227470003068447,[-0.35625],[0.08125],[1],[0],[0],[1.6960396999493241],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
80,0,80,0,10,199.35279349982738,199.35279349982738,0.05690710060298443,[-0.20625],[-0.44],[1],[0],[0],[3.498804399743676],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
81,0,81,0,5,202.89114299975336,202.89114299975336,0.03271639999002218,[0.015],[0.34],[1],[0],[0],[1.3925406001508236],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
82,0,82,0,5,204.32880390062928,204.32880390062928,0.0378453005105257,[0.25625],[-0.015],[1],[0],[0],[1.3545698998495936],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
83,0,83,0,5,205.7285929005593,205.7285929005593,0.035846199840307236,[-0.05125],[0.26875],[1],[0],[0],[1.2203473998233676],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
84,0,84,0,10,207.02213670033962,207.02213670033962,0.061981599777936935,[-0.23875],[0.05125],[1],[0],[0],[1.6123038996011019],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
85,0,85,0,5,208.67342260014266,208.67342260014266,0.03364629950374365,[0.3075],[0.1],[1],[0],[0],[1.5414001001045108],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
86,0,86,0,10,210.2863576002419,210.2863576002419,0.05930690001696348,[-0.37875],[-0.1475],[1],[0],[0],[1.8984260996803641],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
87,0,87,0,5,212.22345469985157,212.22345469985157,0.03301010001450777,[0.37125],[0.37125],[1],[0],[0],[2.0752865001559258],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
88,0,88,0,10,214.36936860065907,214.36936860065907,0.05768300034105778,[-0.1125],[0.395],[1],[0],[0],[1.315332300029695],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
89,0,89,0,10,215.7487877998501,215.7487877998501,0.05628980044275522,[0.40125],[0.415],[1],[0],[0],[1.3520614998415112],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
90,0,90,0,5,217.1399568002671,217.1399568002671,0.03296060021966696,[0.46875],[0.04625],[1],[0],[0],[1.441375500522554],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
91,0,91,0,5,218.62431870028377,218.62431870028377,0.034026799723505974,[0.33125],[0.4325],[1],[0],[0],[1.674384399317205],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
92,0,92,0,5,220.34339950047433,220.34339950047433,0.035127799957990646,[0.4975],[0.20625],[1],[0],[0],[1.1727211996912956],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
93,0,93,0,10,221.58725970052183,221.58725970052183,0.05921620037406683,[0.31625],[0.45],[1],[0],[0],[1.2656358992680907],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
94,0,94,0,10,222.92017660010606,222.92017660010606,0.059072600677609444,[-0.06875],[-0.3025],[1],[0],[0],[1.8312397999688983],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
95,0,95,0,10,224.81904690060765,224.81904690060765,0.0599413001909852,[-0.26],[-0.32375],[1],[0],[0],[1.9320430997759104],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
96,0,96,0,5,226.7936807004735,226.7936807004735,0.03395539987832308,[-0.3],[0.04],[1],[0],[0],[1.5738030998036265],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
97,0,97,0,10,228.43787530064583,228.43787530064583,0.05974960047751665,[0.115],[0.16375],[1],[0],[0],[1.481164900586009],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
98,0,98,0,10,229.99350970052183,229.99350970052183,0.057291699573397636,[0.10125],[-0.0525],[1],[0],[0],[1.5161917991936207],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
99,0,99,0,5,231.53980450052768,231.53980450052768,0.03275799937546253,[-0.2725],[-0.17625],[1],[0],[0],[1.4760223999619484],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
100,0,100,0,5,233.0579769005999,233.0579769005999,0.03399719949811697,[0.125],[-0.16875],[1],[0],[0],[3.3402819000184536],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
101,0,101,0,10,236.46782959997654,236.46782959997654,0.057878199964761734,[-0.225],[-0.32625],[1],[0],[0],[3.1500873994082212],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
102,0,102,0,5,239.6571864001453,239.6571864001453,0.034320599399507046,[-0.1025],[-0.24875],[1],[0],[0],[1.9073471995070577],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
103,0,103,0,10,241.64389720000327,241.64389720000327,0.06177490018308163,[0.21],[0.41375],[1],[0],[0],[1.3731772005558014],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
104,0,104,0,5,243.05185460019857,243.05185460019857,0.030757400207221508,[0.06],[0.395],[1],[0],[0],[1.7790236994624138],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
105,0,105,0,10,244.90430769976228,244.90430769976228,0.05900270026177168,[0.28875],[0.025],[1],[0],[0],[2.2464958000928164],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
106,0,106,0,5,247.1895112004131,247.1895112004131,0.03334790002554655,[0.295],[0.0775],[1],[0],[0],[2.008693399839103],[],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
107,0,107,0,5,249.2400262998417,249.2400262998417,0.0330029996111989,[0.0075],[-0.14375],[1],[0],[0],[1.4765437999740243],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
108,0,108,0,10,250.78724579978734,250.78724579978734,0.05853610020130873,[0.47875],[-0.11125],[1],[0],[0],[1.9474597992375493],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
109,0,109,0,5,252.77292970009148,252.77292970009148,0.03355939965695143,[0.44],[-0.265],[1],[0],[0],[1.0418659998103976],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
110,0,110,0,10,253.88605650048703,253.88605650048703,0.05937280040234327,[-0.2525],[-0.09],[1],[0],[0],[1.4487300999462605],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
111,0,111,0,5,255.36612629983574,255.36612629983574,0.028281500563025475,[0.305],[0.0525],[1],[0],[0],[1.1473442995920777],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
112,0,112,0,5,256.5614339997992,256.5614339997992,0.0350764999166131,[0.42375],[0.39375],[1],[0],[0],[1.4893914004787803],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
113,0,113,0,10,258.1268616002053,258.1268616002053,0.062437199987471104,[0.45625],[-0.12875],[1],[0],[0],[1.8946723993867636],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
114,0,114,0,5,260.06919649988413,260.06919649988413,0.042996699921786785,[0.25875],[0.32],[1],[0],[0],[1.5139960004016757],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
115,0,115,0,5,261.62777270004153,261.62777270004153,0.03550540003925562,[0.25125],[-0.0675],[1],[0],[0],[1.2387415999546647],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
116,0,116,0,5,262.910266100429,262.910266100429,0.03377750050276518,[0.05875],[0.4675],[1],[0],[0],[2.508807400241494],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
117,0,117,0,10,265.48911380022764,265.48911380022764,0.059683699160814285,[0.30125],[0.32625],[1],[0],[0],[1.0457509998232126],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
118,0,118,0,5,266.57452359981835,266.57452359981835,0.0329628000035882,[-0.25],[-0.075],[1],[0],[0],[1.3452071994543076],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
119,0,119,0,10,267.9930023001507,267.9930023001507,0.05911540053784847,[0.05],[0.075],[1],[0],[0],[1.6582145001739264],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
120,0,120,0,10,269.71693070046604,269.71693070046604,0.05787459947168827,[0.3925],[0.3825],[1],[0],[0],[1.617094600573182],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
121,0,121,0,5,271.3768482999876,271.3768482999876,0.03334550000727177,[0.375],[0.26],[1],[0],[0],[1.0420119995251298],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
122,0,122,0,5,272.4570885999128,272.4570885999128,0.03405180014669895,[0.12875],[-0.13125],[1],[0],[0],[1.6767659997567534],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
123,0,123,0,10,274.2120850002393,274.2120850002393,0.0596328005194664,[-0.3425],[0.27125],[1],[0],[0],[2.175880500115454],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
124,0,124,0,10,276.45075090043247,276.45075090043247,0.058218199759721756,[-0.1425],[-0.265],[1],[0],[0],[1.933563600294292],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
125,0,125,0,5,278.42312420066446,278.42312420066446,0.03322939947247505,[0.505],[-0.0775],[1],[0],[0],[2.475658799521625],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
126,0,126,0,10,280.97037320025265,280.97037320025265,0.058768199756741524,[-0.135],[-0.2775],[1],[0],[0],[1.814554400742054],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
127,0,127,0,5,282.82247760053724,282.82247760053724,0.03365200012922287,[0.4925],[-0.00125],[1],[0],[0],[1.6921164002269506],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
128,0,128,0,5,284.5592756997794,284.5592756997794,0.03465049993246794,[-0.36625],[-0.27375],[1],[0],[0],[1.7383844004943967],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
129,0,129,0,10,286.36926360055804,286.36926360055804,0.0595166003331542,[0.30125],[0.26],[1],[0],[0],[1.6153755001723766],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
130,0,130,0,5,288.0248696003109,288.0248696003109,0.03381930012255907,[0.25625],[-0.2725],[1],[0],[0],[1.7065663002431393],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
131,0,131,0,10,289.80179060064256,289.80179060064256,0.058566899970173836,[0.24375],[0.2525],[1],[0],[0],[1.19934940058738],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
132,0,132,0,5,291.04116530064493,291.04116530064493,0.03522989992052317,[0.275],[0.3175],[1],[0],[0],[1.3884681006893516],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
133,0,133,0,10,292.50141550041735,292.50141550041735,0.05995760019868612,[-0.40125],[-0.065],[1],[0],[0],[2.13458429928869],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
134,0,134,0,5,294.6771205002442,294.6771205002442,0.03558780066668987,[-0.305],[0.23875],[1],[0],[0],[1.3366497000679374],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
135,0,135,0,10,296.0857859002426,296.0857859002426,0.05908440053462982,[-0.2],[-0.3375],[1],[0],[0],[2.1985334996134043],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
136,0,136,0,5,298.32266029994935,298.32266029994935,0.033316600136458874,[-0.39125],[0.30625],[1],[0],[0],[1.641886199824512],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
137,0,137,0,5,300.0080310003832,300.0080310003832,0.034688400104641914,[-0.1575],[-0.1575],[1],[0],[0],[1.2505778996273875],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
138,0,138,0,5,301.2929929001257,301.2929929001257,0.023389299400150776,[0.06875],[-0.10125],[1],[0],[0],[1.3046351000666618],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
139,0,139,0,10,302.671075200662,302.671075200662,0.06179110053926706,[0.1075],[-0.0075],[1],[0],[0],[1.112843899987638],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
140,0,140,0,10,303.849492800422,303.849492800422,0.05662559997290373,[-0.02],[0.4375],[1],[0],[0],[2.9843824999406934],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
141,0,141,0,10,306.9021284999326,306.9021284999326,0.05908550042659044,[0.245],[0.2975],[1],[0],[0],[1.2480869004502892],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
142,0,142,0,10,308.2158529004082,308.2158529004082,0.05687760002911091,[0.105],[0.3775],[1],[0],[0],[1.2847431991249323],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
143,0,143,0,5,309.53796199988574,309.53796199988574,0.03268999978899956,[-0.405],[-0.37875],[1],[0],[0],[1.8097590999677777],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
144,0,144,0,10,311.41704000066966,311.41704000066966,0.05728850048035383,[0.4075],[0.20875],[1],[0],[0],[1.5332709001377225],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
145,0,145,0,5,312.99041960015893,312.99041960015893,0.03432000055909157,[0.125],[-0.35625],[1],[0],[0],[1.8727866997942328],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
146,0,146,0,5,314.90939840022475,314.90939840022475,0.036964899860322475,[-0.4],[-0.17375],[1],[0],[0],[2.8424400007352233],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
147,0,147,0,5,317.79514489974827,317.79514489974827,0.03329630009829998,[-0.32375],[0.105],[1],[0],[0],[1.3191673001274467],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
148,0,148,0,10,319.18357599992305,319.18357599992305,0.055632200092077255,[-0.25875],[-0.2375],[1],[0],[0],[4.733783099800348],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
149,0,149,0,5,323.9556764997542,323.9556764997542,0.03292959928512573,[0.455],[-0.36125],[1],[0],[0],[1.5420658001676202],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
150,0,150,0,10,325.56785430014133,325.56785430014133,0.05821699928492308,[-0.29],[0.1],[1],[0],[0],[1.9169942997395992],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
151,0,151,0,10,327.54973139986396,327.54973139986396,0.05657710041850805,[-0.0875],[-0.11125],[1],[0],[0],[1.6844478994607925],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
152,0,152,0,5,329.2761857006699,329.2761857006699,0.03280459996312857,[0.33375],[0.40875],[1],[0],[0],[1.3409160999581218],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
153,0,153,0,10,330.68416350055486,330.68416350055486,0.05765279941260815,[0.29375],[-0.05125],[1],[0],[0],[1.1498099006712437],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
154,0,154,0,10,331.89946150034666,331.89946150034666,0.05787849985063076,[0.08125],[-0.18125],[1],[0],[0],[2.3006746005266905],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
155,0,155,0,5,334.2401595003903,334.2401595003903,0.03272819984704256,[-0.245],[0.0925],[1],[0],[0],[1.6756569994613528],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
156,0,156,0,5,335.9556426005438,335.9556426005438,0.03321409970521927,[0.15375],[0.41625],[1],[0],[0],[1.3090077005326748],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
157,0,157,0,10,337.33592300023884,337.33592300023884,0.05921319965273142,[-0.0425],[0.055],[1],[0],[0],[2.130940499715507],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
158,0,158,0,10,339.533439300023,339.533439300023,0.05781930033117533,[-0.10375],[-0.36],[1],[0],[0],[1.7167999995872378],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
159,0,159,0,10,341.3149578999728,341.3149578999728,0.056714700534939766,[0.415],[0.22],[1],[0],[0],[1.2683270005509257],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
160,0,160,0,10,342.64881510008126,342.64881510008126,0.05750169977545738,[0.05625],[0.26375],[1],[0],[0],[1.2841443000361323],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
161,0,161,0,10,343.99894340056926,343.99894340056926,0.05728739965707064,[0.225],[-0.42625],[1],[0],[0],[1.984386700205505],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
162,0,162,0,5,346.0227934997529,346.0227934997529,0.03401569928973913,[0.1425],[-0.3175],[1],[0],[0],[1.0740734999999404],[],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
163,0,163,0,5,347.14448300004005,347.14448300004005,0.03848950006067753,[-0.05],[0.37625],[1],[0],[0],[3.004310299642384],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
164,0,164,0,10,350.22005720064044,350.22005720064044,0.059847500175237656,[-0.41875],[0.445],[1],[0],[0],[1.7966136001050472],['target'],Participant_1_B,001,2023-09-15_12h01.37.790,Experiment_3_VisualSearch_New,2023.1.3,61.54490000741868,
